date,ghi,wind_speed,discharge,p,q,kva
2014-01-05 23:00:00,0.0,2.2,0.24523536899999998,21,9,22.847319317591726
2014-01-06 00:00:00,0.0,1.4,0.244512156,20,11,22.825424421026653
2014-01-06 01:00:00,0.0,0.6,0.244512156,18,10,20.591260281974
2014-01-06 02:00:00,0.0,2.4,0.244512156,20,13,23.853720883753127
2014-01-06 03:00:00,0.0,2.2,0.244512156,19,9,21.02379604162864
2014-01-06 04:00:00,0.0,1.5,0.244512156,21,13,24.698178070456937
2014-01-06 05:00:00,0.0,0.2,0.244512156,46,13,47.80167361086848
2014-01-06 06:00:00,0.0,1.6,0.244512156,44,6,44.40720662234904
2014-01-06 07:00:00,0.6,1.1,0.244512156,38,9,39.05124837953327
2014-01-06 08:00:00,60.3,0.8,0.244512156,60,29,66.64082832618455
2014-01-06 09:00:00,340.4,2.1,0.244512156,76,32,82.46211251235322
2014-01-06 10:00:00,224.9,2.6,0.244512156,43,21,47.853944456021594
2014-01-06 11:00:00,436.5,2.2,0.244512156,74,48,88.20430828479978
2014-01-06 12:00:00,706.0,4.4,0.244512156,52,30,60.03332407921454
2014-01-06 13:00:00,239.5,2.7,0.244512156,80,50,94.33981132056604
2014-01-06 14:00:00,375.7,3.1,0.244512156,51,23,55.94640292279746
2014-01-06 15:00:00,170.1,3.0,0.244512156,59,40,71.28113354878694
2014-01-06 16:00:00,110.4,2.1,0.244512156,78,28,82.87339742040264
2014-01-06 17:00:00,25.1,1.2,0.244512156,62,15,63.788713735268246
2014-01-06 18:00:00,0.0,0.1,0.244512156,67,4,67.11929677819934
2014-01-06 19:00:00,0.0,2.2,0.244512156,58,6,58.309518948453004
2014-01-06 20:00:00,0.0,2.7,0.244512156,46,3,46.09772228646444
2014-01-06 21:00:00,0.0,2.3,0.244512156,32,1,32.01562118716424
2014-01-06 22:00:00,0.0,1.9,0.244512156,24,1,24.020824298928627
2014-01-06 23:00:00,0.0,2.0,0.244512156,20,1,20.024984394500787
2014-01-07 00:00:00,0.0,2.1,0.247293189,19,9,21.02379604162864
2014-01-07 01:00:00,0.0,2.5,0.247293189,19,9,21.02379604162864
2014-01-07 02:00:00,0.0,2.4,0.247293189,18,8,19.697715603592208
2014-01-07 03:00:00,0.0,1.5,0.247293189,19,12,22.47220505424423
2014-01-07 04:00:00,0.0,2.3,0.247293189,17,11,20.248456731316587
2014-01-07 05:00:00,0.0,2.2,0.247293189,21,10,23.259406699226016
2014-01-07 06:00:00,0.0,2.9,0.247293189,47,5,47.265209192385896
2014-01-07 07:00:00,1.8,2.0,0.247293189,43,3,43.104524124504614
2014-01-07 08:00:00,143.0,1.5,0.247293189,49,10,50.00999900019995
2014-01-07 09:00:00,352.4,1.8,0.247293189,34,12,36.05551275463989
2014-01-07 10:00:00,530.3,2.5,0.247293189,55,9,55.731499172371095
2014-01-07 11:00:00,649.0,2.8,0.247293189,60,25,65.0
2014-01-07 12:00:00,708.8,1.9,0.247293189,56,30,63.52952069707436
2014-01-07 13:00:00,689.3,3.0,0.247293189,79,21,81.74350127074322
2014-01-07 14:00:00,381.6,3.1,0.247293189,43,26,50.24937810560445
2014-01-07 15:00:00,436.7,2.5,0.247293189,41,14,43.32435804486894
2014-01-07 16:00:00,317.8,3.2,0.247293189,25,12,27.730849247724095
2014-01-07 17:00:00,51.2,2.2,0.247293189,38,15,40.85339643163099
2014-01-07 18:00:00,0.0,2.9,0.247293189,42,5,42.2965719651132
2014-01-07 19:00:00,0.0,1.9,0.247293189,68,0,68.0
2014-01-07 20:00:00,0.0,1.5,0.247293189,55,2,55.036351623268054
2014-01-07 21:00:00,0.0,1.1,0.247293189,48,2,48.041648597857254
2014-01-07 22:00:00,0.0,1.4,0.247293189,31,7,31.78049716414141
2014-01-07 23:00:00,0.0,1.5,0.247293189,26,4,26.30589287593181
2014-01-08 00:00:00,0.0,1.5,0.262536705,21,3,21.213203435596427
2014-01-08 01:00:00,0.0,1.5,0.262536705,20,10,22.360679774997898
2014-01-08 02:00:00,0.0,0.6,0.262536705,19,9,21.02379604162864
2014-01-08 03:00:00,0.0,0.0,0.262536705,20,13,23.853720883753127
2014-01-08 04:00:00,0.0,1.9,0.262536705,18,12,21.633307652783937
2014-01-08 05:00:00,0.0,0.9,0.262536705,22,11,24.596747752497688
2014-01-08 06:00:00,0.0,1.5,0.262536705,48,6,48.373546489791295
2014-01-08 07:00:00,1.2,0.0,0.262536705,44,4,44.181444068749045
2014-01-08 08:00:00,156.1,0.0,0.262536705,50,11,51.19570294468082
2014-01-08 09:00:00,228.5,0.0,0.262536705,35,13,37.33630940518894
2014-01-08 10:00:00,605.9,2.6,0.262536705,56,10,56.88585061331157
2014-01-08 11:00:00,793.4,1.7,0.262536705,61,26,66.30987860040162
2014-01-08 12:00:00,732.4,4.8,0.262536705,57,31,64.88451279003334
2014-01-08 13:00:00,404.9,2.7,0.262536705,80,22,82.96987405076617
2014-01-08 14:00:00,210.5,3.5,0.262536705,44,27,51.62363799656123
2014-01-08 15:00:00,55.6,3.1,0.262536705,51,12,52.392747589718944
2014-01-08 16:00:00,38.5,2.5,0.262536705,54,14,55.78530272392541
2014-01-08 17:00:00,11.5,0.0,0.262536705,57,20,60.40695324215582
2014-01-08 18:00:00,0.0,4.3,0.262536705,75,14,76.2954782408499
2014-01-08 19:00:00,0.0,4.7,0.262536705,61,2,61.032778078668514
2014-01-08 20:00:00,0.0,1.6,0.262536705,49,1,49.01020301937138
2014-01-08 21:00:00,0.0,2.0,0.262536705,35,2,35.05709628591621
2014-01-08 22:00:00,0.0,2.0,0.262536705,29,4,29.274562336608895
2014-01-08 23:00:00,0.0,1.4,0.262536705,24,5,24.515301344262525
2014-01-09 00:00:00,0.0,0.4,0.259105474,22,3,22.20360331117452
2014-01-09 01:00:00,0.0,0.7,0.259105474,20,13,23.853720883753127
2014-01-09 02:00:00,0.0,0.0,0.259105474,19,10,21.470910553583888
2014-01-09 03:00:00,0.0,0.1,0.259105474,22,12,25.059928172283335
2014-01-09 04:00:00,0.0,0.0,0.259105474,17,9,19.235384061671343
2014-01-09 05:00:00,0.0,0.0,0.259105474,24,12,26.832815729997478
2014-01-09 06:00:00,0.0,0.1,0.259105474,45,8,45.70557952810576
2014-01-09 07:00:00,1.3,0.0,0.259105474,40,5,40.311288741492746
2014-01-09 08:00:00,124.0,0.0,0.259105474,41,11,42.44997055358225
2014-01-09 09:00:00,312.7,0.0,0.259105474,55,1,55.00909015790027
2014-01-09 10:00:00,498.1,2.5,0.259105474,71,55,89.81091247727082
2014-01-09 11:00:00,631.3,2.7,0.259105474,61,23,65.19202405202648
2014-01-09 12:00:00,721.0,2.8,0.259105474,50,14,51.92301994298868
2014-01-09 13:00:00,415.1,3.7,0.259105474,60,11,61.0
2014-01-09 14:00:00,186.4,4.1,0.259105474,64,41,76.00657866263946
2014-01-09 15:00:00,71.0,4.1,0.259105474,54,26,59.93329625508679
2014-01-09 16:00:00,13.4,2.8,0.259105474,61,18,63.60031446463138
2014-01-09 17:00:00,3.0,1.4,0.259105474,58,25,63.15853069855251
2014-01-09 18:00:00,0.0,1.5,0.259105474,46,2,46.04345773288535
2014-01-09 19:00:00,0.0,2.1,0.259105474,69,5,69.18092222571191
2014-01-09 20:00:00,0.0,1.9,0.259105474,62,3,62.07253821135398
2014-01-09 21:00:00,0.0,1.9,0.259105474,52,5,52.23983154643591
2014-01-09 22:00:00,0.0,1.7,0.259105474,34,8,34.92849839314596
2014-01-09 23:00:00,0.0,2.1,0.259105474,25,12,27.730849247724095
2014-01-10 00:00:00,0.0,1.3,0.270459026,23,9,24.698178070456937
2014-01-10 01:00:00,0.0,1.7,0.270459026,21,11,23.706539182259394
2014-01-10 02:00:00,0.0,1.7,0.270459026,24,5,24.515301344262525
2014-01-10 03:00:00,0.0,0.9,0.270459026,21,7,22.135943621178654
2014-01-10 04:00:00,0.0,0.0,0.270459026,23,6,23.769728648009426
2014-01-10 05:00:00,0.0,0.7,0.270459026,21,11,23.706539182259394
2014-01-10 06:00:00,0.0,1.2,0.270459026,41,10,42.20189569201838
2014-01-10 07:00:00,0.5,1.1,0.270459026,48,6,48.373546489791295
2014-01-10 08:00:00,121.1,0.0,0.270459026,36,8,36.87817782917155
2014-01-10 09:00:00,208.3,1.6,0.270459026,52,22,56.462376853972415
2014-01-10 10:00:00,493.9,2.2,0.270459026,66,31,72.91776189653656
2014-01-10 11:00:00,635.9,1.7,0.270459026,64,26,69.07966415668217
2014-01-10 12:00:00,661.8,3.2,0.270459026,58,32,66.24198064671678
2014-01-10 13:00:00,308.0,2.6,0.270459026,60,41,72.67048919609665
2014-01-10 14:00:00,438.5,3.1,0.270459026,76,28,80.99382692526635
2014-01-10 15:00:00,181.2,2.1,0.270459026,64,26,69.07966415668217
2014-01-10 16:00:00,55.2,2.3,0.270459026,66,28,71.69379331573968
2014-01-10 17:00:00,13.5,1.6,0.270459026,51,17,53.75872022286245
2014-01-10 18:00:00,0.0,2.0,0.270459026,51,9,51.78802950489621
2014-01-10 19:00:00,0.0,2.1,0.270459026,68,6,68.26419266350405
2014-01-10 20:00:00,0.0,2.6,0.270459026,55,1,55.00909015790027
2014-01-10 21:00:00,0.0,0.0,0.270459026,47,7,47.51841748206689
2014-01-10 22:00:00,0.0,1.2,0.270459026,31,5,31.400636936215164
2014-01-10 23:00:00,0.0,1.8,0.270459026,28,9,29.410882339705484
2014-01-11 00:00:00,0.0,1.1,0.268618017,23,5,23.53720459187964
2014-01-11 01:00:00,0.0,1.4,0.268618017,22,8,23.40939982143925
2014-01-11 02:00:00,0.0,2.0,0.268618017,20,5,20.615528128088304
2014-01-11 03:00:00,0.0,2.1,0.268618017,22,15,26.627053911388696
2014-01-11 04:00:00,0.0,2.2,0.268618017,19,10,21.470910553583888
2014-01-11 05:00:00,0.0,0.1,0.268618017,23,7,24.041630560342615
2014-01-11 06:00:00,0.0,1.9,0.268618017,38,2,38.05259518088089
2014-01-11 07:00:00,0.7,0.3,0.268618017,41,0,41.0
2014-01-11 08:00:00,126.9,0.0,0.268618017,42,11,43.41658669218482
2014-01-11 09:00:00,322.6,0.2,0.268618017,47,22,51.894122981316485
2014-01-11 10:00:00,504.0,2.8,0.268618017,59,45,74.2024258363566
2014-01-11 11:00:00,625.9,3.1,0.268618017,65,44,78.49203781276162
2014-01-11 12:00:00,699.2,3.5,0.268618017,53,13,54.57105459856901
2014-01-11 13:00:00,678.6,3.4,0.268618017,60,20,63.245553203367585
2014-01-11 14:00:00,566.6,3.6,0.268618017,73,35,80.95677859203639
2014-01-11 15:00:00,408.4,3.8,0.268618017,50,15,52.20153254455275
2014-01-11 16:00:00,224.1,3.0,0.268618017,65,20,68.00735254367721
2014-01-11 17:00:00,42.3,2.2,0.268618017,13,40,42.05948168962618
2014-01-11 18:00:00,0.0,2.6,0.268618017,56,19,59.135437767890075
2014-01-11 19:00:00,0.0,2.2,0.268618017,59,6,59.30430001273095
2014-01-11 20:00:00,0.0,2.2,0.268618017,58,1,58.008620049092706
2014-01-11 21:00:00,0.0,1.3,0.268618017,42,5,42.2965719651132
2014-01-11 22:00:00,0.0,0.0,0.268618017,31,9,32.28002478313795
2014-01-11 23:00:00,0.0,1.0,0.268618017,25,12,27.730849247724095
2014-01-12 00:00:00,0.0,1.3,0.268548846,20,10,22.360679774997898
2014-01-12 01:00:00,0.0,0.0,0.268548846,21,12,24.186773244895647
2014-01-12 02:00:00,0.0,0.0,0.268548846,20,10,22.360679774997898
2014-01-12 03:00:00,0.0,2.0,0.268548846,21,11,23.706539182259394
2014-01-12 04:00:00,0.0,1.4,0.268548846,18,9,20.12461179749811
2014-01-12 05:00:00,0.0,0.2,0.268548846,20,10,22.360679774997898
2014-01-12 06:00:00,0.0,1.5,0.268548846,37,4,37.21558813185679
2014-01-12 07:00:00,0.7,1.1,0.268548846,40,3,40.11234224026316
2014-01-12 08:00:00,99.4,0.2,0.268548846,41,10,42.20189569201838
2014-01-12 09:00:00,315.4,0.0,0.268548846,45,16,47.75981574503821
2014-01-12 10:00:00,488.7,1.7,0.268548846,63,33,71.11961754677819
2014-01-12 11:00:00,618.9,3.1,0.268548846,65,35,73.824115301167
2014-01-12 12:00:00,675.1,3.4,0.268548846,63,31,70.21395872616783
2014-01-12 13:00:00,667.7,3.2,0.268548846,61,24,65.55150646628954
2014-01-12 14:00:00,556.2,3.2,0.268548846,69,31,75.64390259630977
2014-01-12 15:00:00,396.5,3.6,0.268548846,80,50,94.33981132056604
2014-01-12 16:00:00,223.3,2.7,0.268548846,84,30,89.19641248391103
2014-01-12 17:00:00,48.6,2.0,0.268548846,79,45,90.91754506144565
2014-01-12 18:00:00,0.0,2.6,0.268548846,62,16,64.03124237432849
2014-01-12 19:00:00,0.0,2.8,0.268548846,66,10,66.75327707311455
2014-01-12 20:00:00,0.0,1.7,0.268548846,60,7,60.40695324215582
2014-01-12 21:00:00,0.0,0.0,0.268548846,49,6,49.36598018878993
2014-01-12 22:00:00,0.0,0.1,0.268548846,42,12,43.68065933568311
2014-01-12 23:00:00,0.0,1.5,0.268548846,26,11,28.231188426986208
2014-01-13 00:00:00,0.0,1.6,0.26492846,21,9,22.847319317591726
2014-01-13 01:00:00,0.0,1.5,0.26492846,20,11,22.825424421026653
2014-01-13 02:00:00,0.0,1.3,0.26492846,18,10,20.591260281974
2014-01-13 03:00:00,0.0,1.5,0.26492846,20,13,23.853720883753127
2014-01-13 04:00:00,0.0,1.2,0.26492846,19,9,21.02379604162864
2014-01-13 05:00:00,0.0,1.7,0.26492846,21,13,24.698178070456937
2014-01-13 06:00:00,0.0,1.9,0.26492846,46,13,47.80167361086848
2014-01-13 07:00:00,0.9,0.0,0.26492846,44,6,44.40720662234904
2014-01-13 08:00:00,130.4,0.0,0.26492846,38,9,39.05124837953327
2014-01-13 09:00:00,334.1,2.5,0.26492846,60,29,66.64082832618455
2014-01-13 10:00:00,518.6,0.9,0.26492846,76,32,82.46211251235322
2014-01-13 11:00:00,651.0,2.5,0.26492846,43,21,47.853944456021594
2014-01-13 12:00:00,730.9,3.0,0.26492846,74,48,88.20430828479978
2014-01-13 13:00:00,698.5,2.9,0.26492846,52,30,60.03332407921454
2014-01-13 14:00:00,603.5,4.7,0.26492846,80,50,94.33981132056604
2014-01-13 15:00:00,407.8,2.2,0.26492846,51,23,55.94640292279746
2014-01-13 16:00:00,241.9,3.1,0.26492846,59,40,71.28113354878694
2014-01-13 17:00:00,72.0,1.0,0.26492846,78,28,82.87339742040264
2014-01-13 18:00:00,0.0,1.9,0.26492846,62,15,63.788713735268246
2014-01-13 19:00:00,0.0,2.1,0.26492846,67,4,67.11929677819934
2014-01-13 20:00:00,0.0,3.0,0.26492846,58,6,58.309518948453004
2014-01-13 21:00:00,0.0,2.4,0.26492846,46,3,46.09772228646444
2014-01-13 22:00:00,0.0,0.0,0.26492846,32,1,32.01562118716424
2014-01-13 23:00:00,0.0,0.0,0.26492846,24,1,24.020824298928627
2014-01-14 00:00:00,0.0,1.0,0.24197253600000002,20,1,20.024984394500787
2014-01-14 01:00:00,0.0,1.9,0.24197253600000002,19,9,21.02379604162864
2014-01-14 02:00:00,0.0,1.6,0.24197253600000002,19,9,21.02379604162864
2014-01-14 03:00:00,0.0,2.1,0.24197253600000002,18,8,19.697715603592208
2014-01-14 04:00:00,0.0,1.6,0.24197253600000002,19,12,22.47220505424423
2014-01-14 05:00:00,0.0,2.0,0.24197253600000002,17,11,20.248456731316587
2014-01-14 06:00:00,0.0,0.0,0.24197253600000002,21,10,23.259406699226016
2014-01-14 07:00:00,1.4,1.8,0.24197253600000002,47,5,47.265209192385896
2014-01-14 08:00:00,142.6,1.4,0.24197253600000002,43,3,43.104524124504614
2014-01-14 09:00:00,359.2,2.0,0.24197253600000002,49,10,50.00999900019995
2014-01-14 10:00:00,541.5,2.1,0.24197253600000002,34,12,36.05551275463989
2014-01-14 11:00:00,618.3,2.8,0.24197253600000002,55,9,55.731499172371095
2014-01-14 12:00:00,660.5,0.2,0.24197253600000002,60,25,65.0
2014-01-14 13:00:00,703.7,1.5,0.24197253600000002,56,30,63.52952069707436
2014-01-14 14:00:00,598.2,3.1,0.24197253600000002,79,21,81.74350127074322
2014-01-14 15:00:00,464.4,3.7,0.24197253600000002,43,26,50.24937810560445
